project_id,state,district,project_type,priority,current_stage,land_area_hectares,affected_owner_count,household_count,project_value_cr,compensation_offered_cr,compensation_paid_cr,compensation_pending_cr,compensation_paid_ratio,pending_document_count,document_pending_ratio,pending_approval_count,approval_age_days,objection_count,court_stay_flag,legal_issue_count,utility_shift_pending,forest_clearance_pending,railway_crossing_pending,stage_age_days,project_age_days,days_to_target,overall_progress_pct,progress_gap,district_delay_rate,past_delay_count,ground_truth_prob,delay_flag,delay_days
LA-2026-2986,Gujarat,Surat,Major Irrigation & Canal,Critical,Stage 4: Section 19 Declaration,60.81,501,345,227.62,63.42,16.36,47.06,0.258,19,0.76,3,54,6,0,6,0,0,0,170,383,-84,0.98,99.0,0.219,3,0.784,1,149
LA-2026-2987,Rajasthan,Alwar,Industrial Smart City Corridor,Normal,Stage 2: Section 11 Notification,267.23,1195,1235,321.89,89.3,4.11,85.19,0.046,21,0.7,1,91,18,0,18,1,0,0,67,105,324,0.98,23.5,0.395,6,0.739,1,201
LA-2026-2988,Gujarat,Rajkot,Rural Road Connectivity (PMGSY),Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,74.26,613,610,260.9,111.24,68.08,43.16,0.612,14,0.737,4,77,13,0,13,0,1,0,164,224,135,0.98,61.4,0.13,1,0.847,1,174
LA-2026-2989,Odisha,Sundargarh,Renewable Energy Solar Park,Cabinet Fast-Track,Stage 1: Preliminary Survey & SIA,212.46,1058,849,488.82,174.75,27.96,146.79,0.16,33,1.0,4,97,15,0,15,0,0,0,87,294,149,0.98,65.4,0.429,5,0.922,1,128
LA-2026-2990,Madhya Pradesh,Ujjain,National Highway Corridor,Normal,Stage 4: Section 19 Declaration,56.24,248,265,157.19,49.57,17.85,31.72,0.36,6,0.462,4,3,6,0,6,0,0,1,66,257,239,0.98,50.8,0.231,2,0.728,1,111
LA-2026-2991,Odisha,Jajpur,Renewable Energy Solar Park,Normal,Stage 4: Section 19 Declaration,66.01,490,325,298.31,75.72,29.46,46.26,0.389,15,0.536,0,0,7,1,10,0,1,0,133,200,377,0.98,33.7,0.378,5,0.95,1,352
LA-2026-2992,Tamil Nadu,Salem,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,18.63,133,83,78.94,22.52,0.09,22.43,0.004,25,0.714,6,92,2,0,2,1,0,1,55,241,58,0.98,79.6,0.177,4,0.722,1,126
LA-2026-2993,Maharashtra,Nagpur,Renewable Energy Solar Park,Critical,Stage 6: Land Possession & Handover,70.18,629,648,163.54,88.58,87.78,0.8,0.991,29,0.829,3,77,8,0,8,0,0,0,68,509,172,0.98,73.8,0.292,2,0.658,1,127
LA-2026-2994,Uttar Pradesh,Prayagraj,Urban Metro Transit Extension,High,Stage 3: Section 15 Hearing & Objections,23.38,193,153,137.67,38.6,1.66,36.94,0.043,1,0.071,7,86,2,0,2,0,0,0,31,305,337,0.98,46.5,0.415,0,0.505,1,177
LA-2026-2995,Karnataka,Mangaluru,Major Irrigation & Canal,High,Stage 6: Land Possession & Handover,67.56,582,483,182.02,63.63,45.62,18.01,0.717,3,0.2,2,46,6,0,6,0,1,0,120,504,78,0.98,85.6,0.297,0,0.705,1,126
LA-2026-2996,Maharashtra,Aurangabad,National Highway Corridor,Critical,Stage 2: Section 11 Notification,17.29,141,139,153.4,82.32,4.2,78.12,0.051,9,0.265,2,80,4,0,4,0,1,0,140,46,389,0.98,9.6,0.318,6,0.66,1,165
LA-2026-2997,Gujarat,Ahmedabad,National Highway Corridor,Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,150.9,1307,908,457.21,137.81,115.76,22.05,0.84,2,0.143,7,29,18,0,18,0,0,0,61,567,147,0.98,78.4,0.2,1,0.521,1,199
LA-2026-2998,Maharashtra,Nashik,High-Speed Rail / DFC,Normal,Stage 4: Section 19 Declaration,148.03,421,367,525.47,144.47,45.94,98.53,0.318,4,0.19,8,60,5,1,6,0,0,0,150,53,586,0.98,7.3,0.233,6,0.646,1,195
LA-2026-2999,Karnataka,Dharwad,Industrial Smart City Corridor,Normal,Stage 1: Preliminary Survey & SIA,26.64,154,140,176.71,79.96,0.32,79.64,0.004,10,0.714,0,0,2,0,2,0,1,0,94,391,124,0.98,74.9,0.231,4,0.861,1,210
LA-2026-3000,Uttar Pradesh,Prayagraj,Industrial Smart City Corridor,Critical,Stage 5: Valuation & Compensation Award,21.55,142,129,168.58,50.08,15.37,34.71,0.307,6,0.353,0,0,2,0,2,0,0,0,119,95,216,0.98,29.6,0.418,1,0.549,1,115
LA-2026-3001,Gujarat,Surat,Industrial Smart City Corridor,Normal,Stage 3: Section 15 Hearing & Objections,188.23,1033,830,419.73,181.06,7.06,174.0,0.039,12,0.353,4,87,21,1,24,0,0,0,10,266,455,0.98,35.9,0.201,4,0.744,1,134
LA-2026-3002,Uttar Pradesh,Agra,Rural Road Connectivity (PMGSY),High,Stage 2: Section 11 Notification,14.16,61,64,146.21,68.2,5.73,62.47,0.084,25,0.735,3,15,0,0,0,0,0,0,116,87,123,0.98,40.4,0.371,3,0.604,1,157
LA-2026-3003,Rajasthan,Kota,National Highway Corridor,High,Stage 6: Land Possession & Handover,138.13,621,679,223.47,77.99,60.36,17.63,0.774,8,0.4,1,120,6,1,7,1,0,1,105,95,86,0.98,51.5,0.256,4,0.797,1,169
LA-2026-3004,Tamil Nadu,Madurai,Rural Road Connectivity (PMGSY),Critical,Stage 6: Land Possession & Handover,348.5,910,886,1173.26,439.04,409.19,29.85,0.932,6,0.171,7,52,14,1,18,1,1,0,94,81,127,0.98,38.0,0.258,1,0.745,1,150
LA-2026-3005,Tamil Nadu,Kanchipuram,National Highway Corridor,Critical,Stage 5: Valuation & Compensation Award,71.28,403,259,288.84,143.34,100.62,42.72,0.702,26,0.839,6,12,1,0,1,0,1,0,177,48,457,0.98,8.5,0.326,5,0.457,0,0
LA-2026-3006,Odisha,Jajpur,High-Speed Rail / DFC,High,Stage 1: Preliminary Survey & SIA,14.64,145,132,106.48,44.35,2.88,41.47,0.065,29,1.0,0,0,2,0,2,0,1,0,179,98,248,0.98,27.3,0.393,3,0.815,1,174
LA-2026-3007,Tamil Nadu,Coimbatore,Industrial Smart City Corridor,Critical,Stage 4: Section 19 Declaration,103.12,603,612,312.56,140.6,27.98,112.62,0.199,5,0.208,5,95,11,0,11,0,0,0,137,186,52,0.98,77.2,0.223,0,0.742,1,144
LA-2026-3008,Uttar Pradesh,Noida,Rural Road Connectivity (PMGSY),High,Stage 4: Section 19 Declaration,60.57,347,376,137.43,58.94,21.93,37.01,0.372,27,0.818,2,59,5,0,5,0,0,0,139,357,155,0.98,68.7,0.503,1,0.801,1,275
LA-2026-3009,Uttar Pradesh,Agra,Industrial Smart City Corridor,Normal,Stage 6: Land Possession & Handover,40.35,308,317,213.93,76.52,67.57,8.95,0.883,28,0.966,8,0,3,0,3,0,1,0,101,160,40,0.98,79.0,0.371,4,0.706,1,165
LA-2026-3010,Madhya Pradesh,Bhopal,Rural Road Connectivity (PMGSY),Critical,Stage 2: Section 11 Notification,74.53,459,381,280.93,151.64,23.35,128.29,0.154,11,0.579,5,88,4,0,4,0,0,0,165,121,193,0.98,37.6,0.311,1,0.667,1,229
LA-2026-3011,Maharashtra,Thane,Urban Metro Transit Extension,Critical,Stage 2: Section 11 Notification,27.03,237,246,160.26,81.38,11.07,70.31,0.136,15,0.577,1,13,3,0,3,0,0,0,92,483,113,0.98,80.1,0.436,6,0.722,1,150
LA-2026-3012,Karnataka,Bengaluru Rural,Urban Metro Transit Extension,Critical,Stage 5: Valuation & Compensation Award,169.19,1203,1136,416.39,182.35,123.27,59.08,0.676,14,0.875,4,41,20,0,20,1,0,0,115,508,11,0.98,96.9,0.484,4,0.796,1,138
LA-2026-3013,Odisha,Sambalpur,Renewable Energy Solar Park,Cabinet Fast-Track,Stage 2: Section 11 Notification,23.35,169,137,181.36,86.85,3.56,83.29,0.041,5,0.294,1,99,1,0,1,0,0,0,178,208,83,0.98,70.5,0.28,6,0.574,1,129
LA-2026-3014,Madhya Pradesh,Bhopal,National Highway Corridor,High,Stage 1: Preliminary Survey & SIA,204.85,1029,642,317.95,147.02,6.62,140.4,0.045,16,1.0,8,75,17,0,17,0,0,1,28,473,176,0.98,71.9,0.303,0,0.777,1,299
LA-2026-3015,Uttar Pradesh,Varanasi,Urban Metro Transit Extension,Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,19.63,155,93,73.76,19.0,6.21,12.79,0.327,21,0.656,6,119,0,0,0,0,0,0,36,268,41,0.98,85.8,0.401,1,0.556,1,159
LA-2026-3016,Rajasthan,Udaipur,Renewable Energy Solar Park,Critical,Stage 4: Section 19 Declaration,88.8,463,375,361.13,146.48,22.26,124.22,0.152,35,1.0,8,50,11,0,11,0,0,0,103,292,37,0.98,87.8,0.278,1,0.888,1,209
LA-2026-3017,Rajasthan,Alwar,Urban Metro Transit Extension,High,Stage 1: Preliminary Survey & SIA,81.29,507,353,269.26,81.15,9.9,71.25,0.122,15,0.789,4,78,5,0,5,0,0,0,130,32,156,0.98,16.0,0.393,6,0.852,1,154
LA-2026-3018,Tamil Nadu,Madurai,Industrial Smart City Corridor,Cabinet Fast-Track,Stage 6: Land Possession & Handover,33.79,227,238,122.85,61.9,48.34,13.56,0.781,3,0.15,0,0,4,0,4,0,0,0,89,475,-37,0.98,99.0,0.292,5,0.613,1,184
LA-2026-3019,Madhya Pradesh,Indore,Major Irrigation & Canal,Critical,Stage 3: Section 15 Hearing & Objections,112.21,942,865,286.45,82.24,15.38,66.86,0.187,18,0.783,1,88,10,0,10,0,0,0,125,182,235,0.98,42.7,0.213,4,0.945,1,211
LA-2026-3020,Karnataka,Mangaluru,Renewable Energy Solar Park,Critical,Stage 1: Preliminary Survey & SIA,10.05,67,69,94.98,47.87,8.19,39.68,0.171,27,0.794,5,64,1,0,1,0,0,0,165,266,-31,0.98,99.0,0.289,5,0.685,1,179
LA-2026-3021,Rajasthan,Kota,Major Irrigation & Canal,Normal,Stage 5: Valuation & Compensation Award,30.02,148,96,127.6,49.84,28.36,21.48,0.569,9,0.5,0,0,1,0,1,0,1,0,89,568,100,0.98,84.0,0.241,3,0.596,1,157
LA-2026-3022,Uttar Pradesh,Agra,Major Irrigation & Canal,Cabinet Fast-Track,Stage 2: Section 11 Notification,43.1,222,194,194.58,83.85,8.97,74.88,0.107,10,0.833,0,0,7,0,7,0,1,0,178,191,186,0.98,49.7,0.321,1,0.909,1,198
LA-2026-3023,Karnataka,Mangaluru,Industrial Smart City Corridor,Critical,Stage 3: Section 15 Hearing & Objections,49.35,212,130,130.03,67.54,12.9,54.64,0.191,18,0.72,5,16,3,0,3,0,0,0,58,492,-71,0.98,99.0,0.286,5,0.728,1,111
LA-2026-3024,Gujarat,Surat,National Highway Corridor,High,Stage 1: Preliminary Survey & SIA,13.16,128,129,69.05,19.22,2.67,16.55,0.139,14,0.824,3,40,3,0,3,0,0,1,60,352,230,0.98,59.5,0.233,3,0.799,1,126
LA-2026-3025,Gujarat,Vadodara,Renewable Energy Solar Park,Normal,Stage 3: Section 15 Hearing & Objections,141.63,939,709,429.03,179.43,31.76,147.67,0.177,15,0.75,7,9,18,1,21,0,0,0,72,95,228,0.98,28.4,0.196,2,0.947,1,253
LA-2026-3026,Odisha,Jajpur,Urban Metro Transit Extension,Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,45.69,379,305,184.05,58.24,19.86,38.38,0.341,3,0.12,7,32,3,0,3,0,0,0,20,48,284,0.98,13.5,0.378,6,0.355,0,0
LA-2026-3027,Odisha,Sambalpur,Industrial Smart City Corridor,Cabinet Fast-Track,Stage 4: Section 19 Declaration,65.63,381,303,199.14,109.42,57.01,52.41,0.521,7,0.467,1,81,6,1,7,0,0,0,50,143,438,0.98,23.6,0.327,3,0.671,1,114
LA-2026-3028,Uttar Pradesh,Varanasi,High-Speed Rail / DFC,High,Stage 2: Section 11 Notification,54.98,318,297,96.16,29.82,1.49,28.33,0.05,5,0.417,6,37,5,1,8,1,0,0,171,365,57,0.98,85.5,0.395,6,0.98,1,374
LA-2026-3029,Odisha,Sambalpur,Industrial Smart City Corridor,Normal,Stage 5: Valuation & Compensation Award,212.45,1433,1086,283.07,122.82,73.2,49.62,0.596,0,0.0,7,63,25,0,25,0,0,0,95,247,350,0.98,40.4,0.32,6,0.616,1,127
LA-2026-3030,Karnataka,Mysuru,Urban Metro Transit Extension,High,Stage 6: Land Possession & Handover,15.39,80,87,129.64,33.5,31.12,2.38,0.929,3,0.086,4,86,0,0,0,1,0,0,157,226,373,0.98,36.7,0.249,5,0.552,1,146
LA-2026-3031,Karnataka,Dharwad,Renewable Energy Solar Park,Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,40.25,305,266,105.32,31.98,0.38,31.6,0.012,2,0.167,2,19,2,0,2,0,0,0,154,247,78,0.98,75.0,0.204,5,0.614,1,141
LA-2026-3032,Maharashtra,Nashik,National Highway Corridor,Cabinet Fast-Track,Stage 4: Section 19 Declaration,117.43,668,495,441.64,229.73,42.73,187.0,0.186,0,0.0,1,43,9,0,9,1,0,1,174,251,-33,0.98,99.0,0.254,2,0.777,1,209
LA-2026-3033,Maharashtra,Nashik,Major Irrigation & Canal,Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,210.12,780,721,585.55,222.45,33.59,188.86,0.151,4,0.114,8,83,7,1,9,0,0,0,56,225,72,0.98,74.8,0.271,5,0.837,1,118
LA-2026-3034,Uttar Pradesh,Prayagraj,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,30.18,142,120,156.28,51.72,29.17,22.55,0.564,7,0.318,0,0,1,0,1,1,0,1,10,87,243,0.98,25.4,0.403,0,0.389,0,0
LA-2026-3035,Gujarat,Surat,Renewable Energy Solar Park,High,Stage 6: Land Possession & Handover,11.91,119,104,35.23,11.92,8.65,3.27,0.726,14,0.824,0,0,1,0,1,0,0,0,81,485,169,0.98,73.2,0.248,5,0.651,1,180
LA-2026-3036,Rajasthan,Jodhpur,Renewable Energy Solar Park,High,Stage 1: Preliminary Survey & SIA,22.84,82,60,145.35,57.17,10.98,46.19,0.192,16,0.941,0,0,0,0,0,0,1,0,48,228,361,0.98,37.7,0.274,4,0.544,1,162
LA-2026-3037,Maharashtra,Thane,Industrial Smart City Corridor,Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,128.68,930,603,422.16,124.42,12.19,112.23,0.098,10,0.333,2,94,13,0,13,1,0,0,138,404,205,0.98,65.4,0.452,6,0.74,1,148
LA-2026-3038,Maharashtra,Nashik,Rural Road Connectivity (PMGSY),Critical,Stage 1: Preliminary Survey & SIA,62.88,409,378,295.91,98.89,9.0,89.89,0.091,10,0.5,2,46,10,0,10,0,0,0,170,385,-46,0.98,99.0,0.235,3,0.774,1,219
LA-2026-3039,Tamil Nadu,Kanchipuram,Major Irrigation & Canal,Normal,Stage 5: Valuation & Compensation Award,117.2,452,425,362.59,176.54,137.17,39.37,0.777,14,0.519,7,99,3,0,3,0,1,0,91,456,3,0.98,98.4,0.368,4,0.638,1,116
LA-2026-3040,Rajasthan,Jodhpur,Renewable Energy Solar Park,Critical,Stage 3: Section 15 Hearing & Objections,25.97,131,100,140.06,48.89,9.68,39.21,0.198,8,0.258,8,101,3,0,3,0,0,0,25,564,24,0.98,94.9,0.314,0,0.55,1,291
LA-2026-3041,Madhya Pradesh,Jabalpur,National Highway Corridor,Cabinet Fast-Track,Stage 6: Land Possession & Handover,45.83,338,271,165.56,58.73,43.11,15.62,0.734,2,0.074,8,120,9,0,9,0,0,0,60,117,64,0.98,63.7,0.326,6,0.568,1,101
LA-2026-3042,Karnataka,Bengaluru Rural,Urban Metro Transit Extension,Cabinet Fast-Track,Stage 2: Section 11 Notification,310.6,2577,1592,709.79,372.44,39.11,333.33,0.105,20,0.87,1,18,34,0,34,0,0,0,157,513,-21,0.98,99.0,0.495,6,0.843,1,175
LA-2026-3043,Tamil Nadu,Coimbatore,Renewable Energy Solar Park,Critical,Stage 3: Section 15 Hearing & Objections,136.03,848,579,477.45,122.2,23.83,98.37,0.195,0,0.0,1,73,11,0,11,0,0,0,31,306,256,0.98,53.5,0.251,0,0.681,1,166
LA-2026-3044,Rajasthan,Jaipur,Urban Metro Transit Extension,Normal,Stage 6: Land Possession & Handover,7.8,55,44,27.34,13.84,13.27,0.57,0.959,25,0.714,7,111,0,0,0,0,1,0,141,207,-26,0.98,99.0,0.305,3,0.445,0,0
LA-2026-3045,Uttar Pradesh,Lucknow,Major Irrigation & Canal,Critical,Stage 4: Section 19 Declaration,120.03,435,465,223.08,91.55,26.55,65.0,0.29,17,0.68,5,93,6,0,6,0,0,0,67,261,210,0.98,54.4,0.353,2,0.967,1,197
LA-2026-3046,Madhya Pradesh,Bhopal,Urban Metro Transit Extension,Normal,Stage 1: Preliminary Survey & SIA,98.17,566,496,273.49,122.76,1.23,121.53,0.01,29,0.967,0,0,7,1,11,1,0,0,18,76,172,0.98,29.7,0.287,2,0.882,1,139
LA-2026-3047,Maharashtra,Nagpur,National Highway Corridor,Critical,Stage 5: Valuation & Compensation Award,33.93,294,193,215.1,69.67,47.17,22.5,0.677,18,0.857,7,20,2,0,2,0,0,0,180,208,124,0.98,61.7,0.269,1,0.617,1,165
LA-2026-3048,Maharashtra,Pune,National Highway Corridor,High,Stage 6: Land Possession & Handover,57.31,520,454,144.46,77.6,68.06,9.54,0.877,30,0.968,4,82,5,0,5,0,0,0,169,403,258,0.98,60.0,0.306,6,0.781,1,223
LA-2026-3049,Madhya Pradesh,Jabalpur,Renewable Energy Solar Park,Cabinet Fast-Track,Stage 6: Land Possession & Handover,120.84,469,427,417.18,224.34,189.79,34.55,0.846,4,0.174,6,84,8,0,8,0,0,0,52,290,206,0.98,57.5,0.323,1,0.562,1,78
LA-2026-3050,Maharashtra,Thane,National Highway Corridor,Cabinet Fast-Track,Stage 1: Preliminary Survey & SIA,49.22,165,169,204.08,52.17,9.81,42.36,0.188,9,0.346,0,0,2,0,2,0,0,1,64,208,87,0.98,69.5,0.464,1,0.673,1,150
LA-2026-3051,Karnataka,Dharwad,Rural Road Connectivity (PMGSY),High,Stage 2: Section 11 Notification,19.86,181,134,197.65,103.67,2.38,101.29,0.023,28,0.848,6,68,1,0,1,0,0,0,156,434,179,0.98,69.8,0.188,0,0.783,1,351
LA-2026-3052,Odisha,Jajpur,Major Irrigation & Canal,Normal,Stage 6: Land Possession & Handover,191.76,1606,1623,551.26,203.66,164.15,39.51,0.806,2,0.061,5,66,18,1,22,1,0,0,163,338,310,0.98,51.2,0.377,4,0.747,1,173
LA-2026-3053,Maharashtra,Aurangabad,National Highway Corridor,High,Stage 2: Section 11 Notification,68.19,407,268,327.01,147.32,13.11,134.21,0.089,9,0.529,0,0,7,0,7,1,1,0,112,545,-20,0.98,99.0,0.284,4,0.927,1,233
LA-2026-3054,Madhya Pradesh,Indore,High-Speed Rail / DFC,Critical,Stage 4: Section 19 Declaration,57.35,351,221,185.37,58.57,8.49,50.08,0.145,23,0.885,1,12,6,0,6,0,0,0,47,192,237,0.98,43.8,0.21,6,0.779,1,201
LA-2026-3055,Uttar Pradesh,Prayagraj,Industrial Smart City Corridor,Cabinet Fast-Track,Stage 4: Section 19 Declaration,27.23,151,109,134.16,52.75,11.13,41.62,0.211,21,0.724,5,76,0,0,0,1,0,0,166,553,61,0.98,89.1,0.422,6,0.785,1,442
LA-2026-3056,Madhya Pradesh,Bhopal,Renewable Energy Solar Park,High,Stage 5: Valuation & Compensation Award,23.05,116,71,101.36,43.03,33.69,9.34,0.783,17,0.531,8,1,0,0,0,1,1,0,60,741,-97,0.98,99.0,0.278,5,0.565,1,219
LA-2026-3057,Madhya Pradesh,Jabalpur,High-Speed Rail / DFC,Critical,Stage 2: Section 11 Notification,39.94,335,298,120.11,59.83,1.97,57.86,0.033,5,0.417,5,37,6,0,6,0,0,0,44,708,-21,0.98,99.0,0.314,6,0.684,1,178
LA-2026-3058,Uttar Pradesh,Prayagraj,High-Speed Rail / DFC,Normal,Stage 1: Preliminary Survey & SIA,155.14,818,898,554.44,203.8,12.02,191.78,0.059,17,0.548,7,39,13,0,13,0,0,0,75,511,-43,0.98,99.0,0.381,3,0.758,1,133
LA-2026-3059,Tamil Nadu,Salem,Rural Road Connectivity (PMGSY),High,Stage 4: Section 19 Declaration,123.55,626,638,506.39,226.27,114.04,112.23,0.504,5,0.192,7,43,12,0,12,0,1,0,30,470,-22,0.98,99.0,0.193,6,0.706,1,159
LA-2026-3060,Gujarat,Rajkot,Major Irrigation & Canal,Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,25.08,216,155,156.72,74.8,41.44,33.36,0.554,29,0.935,8,67,4,0,4,0,0,0,176,560,135,0.98,79.6,0.129,2,0.827,1,193
LA-2026-3061,Tamil Nadu,Salem,Rural Road Connectivity (PMGSY),Critical,Stage 3: Section 15 Hearing & Objections,105.1,446,379,220.24,60.84,11.13,49.71,0.183,4,0.267,3,53,5,0,5,0,0,0,11,172,249,0.98,39.9,0.173,3,0.575,1,100
LA-2026-3062,Gujarat,Rajkot,Industrial Smart City Corridor,Normal,Stage 5: Valuation & Compensation Award,98.16,516,348,474.21,245.67,187.45,58.22,0.763,16,0.842,0,0,14,1,17,0,0,0,106,158,235,0.98,39.2,0.175,3,0.841,1,190
LA-2026-3063,Karnataka,Dharwad,Urban Metro Transit Extension,Critical,Stage 1: Preliminary Survey & SIA,92.75,771,571,307.54,98.27,13.76,84.51,0.14,17,0.68,6,17,8,0,8,1,0,0,102,65,236,0.98,20.6,0.162,6,0.821,1,156
LA-2026-3064,Rajasthan,Jaipur,Urban Metro Transit Extension,Cabinet Fast-Track,Stage 4: Section 19 Declaration,77.12,325,249,302.54,125.94,40.93,85.01,0.325,7,0.318,1,48,5,1,7,0,0,0,17,295,143,0.98,66.4,0.287,0,0.582,1,87
LA-2026-3065,Karnataka,Dharwad,Urban Metro Transit Extension,High,Stage 2: Section 11 Notification,166.08,425,425,485.67,188.85,15.86,172.99,0.084,20,0.8,2,36,8,1,11,0,0,0,147,99,584,0.98,13.5,0.193,0,0.818,1,141
LA-2026-3066,Gujarat,Ahmedabad,High-Speed Rail / DFC,Normal,Stage 4: Section 19 Declaration,10.69,88,92,100.26,30.44,16.83,13.61,0.553,24,0.828,0,0,2,0,2,0,0,0,134,315,55,0.98,84.2,0.186,2,0.692,1,153
LA-2026-3067,Odisha,Sambalpur,Major Irrigation & Canal,Cabinet Fast-Track,Stage 2: Section 11 Notification,157.5,1110,878,441.41,123.96,4.09,119.87,0.033,18,0.529,1,66,11,0,11,0,0,0,93,473,69,0.98,86.3,0.307,1,0.77,1,294
LA-2026-3068,Odisha,Sundargarh,National Highway Corridor,High,Stage 2: Section 11 Notification,70.02,488,294,321.51,148.13,9.33,138.8,0.063,13,0.542,0,0,5,0,5,0,0,0,148,751,-36,0.98,99.0,0.422,5,0.871,1,153
LA-2026-3069,Tamil Nadu,Coimbatore,Renewable Energy Solar Park,High,Stage 6: Land Possession & Handover,98.47,783,510,448.78,202.47,189.51,12.96,0.936,5,0.385,2,5,16,1,18,1,0,0,124,323,402,0.98,43.6,0.219,4,0.801,1,130
LA-2026-3070,Rajasthan,Jaipur,Rural Road Connectivity (PMGSY),High,Stage 3: Section 15 Hearing & Objections,98.71,387,234,341.66,146.58,28.73,117.85,0.196,12,0.48,8,55,2,0,2,1,0,0,63,38,305,0.98,10.1,0.295,6,0.458,0,0
LA-2026-3071,Rajasthan,Udaipur,Major Irrigation & Canal,High,Stage 3: Section 15 Hearing & Objections,46.18,366,252,86.47,40.07,0.24,39.83,0.006,16,1.0,7,94,5,0,5,1,1,0,130,220,306,0.98,40.8,0.264,3,0.98,1,189
LA-2026-3072,Rajasthan,Udaipur,High-Speed Rail / DFC,Critical,Stage 3: Section 15 Hearing & Objections,76.47,644,541,361.18,182.32,29.72,152.6,0.163,17,1.0,3,105,20,1,23,0,0,0,114,33,228,0.98,11.7,0.268,2,0.922,1,169
LA-2026-3073,Rajasthan,Jodhpur,Industrial Smart City Corridor,Cabinet Fast-Track,Stage 6: Land Possession & Handover,351.91,1906,1554,1343.66,569.18,389.89,179.29,0.685,15,0.577,0,0,37,1,40,0,0,0,43,362,15,0.98,95.0,0.29,3,0.779,1,148
LA-2026-3074,Karnataka,Bengaluru Rural,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 4: Section 19 Declaration,29.55,208,159,147.17,68.37,17.5,50.87,0.256,14,0.609,0,0,4,0,4,1,0,0,150,117,192,0.98,36.9,0.439,1,0.851,1,159
LA-2026-3075,Odisha,Jajpur,Industrial Smart City Corridor,Critical,Stage 4: Section 19 Declaration,25.24,85,84,88.18,24.37,13.6,10.77,0.558,25,0.833,7,114,1,0,1,0,1,0,67,648,65,0.98,89.9,0.374,0,0.687,1,168
LA-2026-3076,Uttar Pradesh,Agra,Major Irrigation & Canal,Normal,Stage 3: Section 15 Hearing & Objections,36.07,322,260,176.92,78.44,13.18,65.26,0.168,20,0.833,7,29,6,0,6,0,0,0,83,682,-71,0.98,99.0,0.351,4,0.797,1,174
LA-2026-3077,Maharashtra,Thane,Industrial Smart City Corridor,Critical,Stage 3: Section 15 Hearing & Objections,54.64,464,409,111.26,42.3,8.16,34.14,0.193,5,0.278,2,79,10,0,10,1,0,0,68,541,80,0.98,86.1,0.436,2,0.706,1,113
LA-2026-3078,Odisha,Sambalpur,Major Irrigation & Canal,Cabinet Fast-Track,Stage 6: Land Possession & Handover,18.24,89,85,143.88,50.79,36.82,13.97,0.725,19,1.0,4,120,0,0,0,0,0,0,51,246,-56,0.98,99.0,0.339,2,0.419,0,0
LA-2026-3079,Gujarat,Rajkot,Industrial Smart City Corridor,Normal,Stage 3: Section 15 Hearing & Objections,132.11,960,635,386.23,113.76,21.5,92.26,0.189,19,0.655,5,26,14,1,16,1,0,0,172,54,548,0.98,8.0,0.15,1,0.718,1,494
LA-2026-3080,Maharashtra,Pune,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,93.48,765,616,201.18,79.1,0.87,78.23,0.011,7,0.368,5,54,8,0,8,0,0,0,149,177,387,0.98,30.4,0.339,0,0.852,1,180
LA-2026-3081,Maharashtra,Pune,Industrial Smart City Corridor,High,Stage 4: Section 19 Declaration,245.83,761,659,676.5,331.06,54.62,276.44,0.165,12,0.545,7,2,4,0,4,0,0,0,60,316,332,0.98,47.8,0.347,4,0.799,1,105
LA-2026-3082,Rajasthan,Jaipur,Industrial Smart City Corridor,Cabinet Fast-Track,Stage 6: Land Possession & Handover,73.33,350,344,218.08,94.27,92.76,1.51,0.984,14,0.609,4,45,4,0,4,0,0,0,168,705,-84,0.98,99.0,0.296,4,0.666,1,266
LA-2026-3083,Odisha,Jajpur,National Highway Corridor,Critical,Stage 3: Section 15 Hearing & Objections,29.81,284,219,174.09,75.78,1.74,74.04,0.023,4,0.167,1,56,2,0,2,0,0,0,171,382,43,0.98,88.9,0.385,2,0.752,1,286
LA-2026-3084,Uttar Pradesh,Prayagraj,High-Speed Rail / DFC,Critical,Stage 5: Valuation & Compensation Award,27.63,163,164,110.69,30.15,24.66,5.49,0.818,4,0.174,0,0,1,0,1,0,0,0,179,164,336,0.98,31.8,0.436,4,0.483,1,169
LA-2026-3085,Gujarat,Ahmedabad,Major Irrigation & Canal,Critical,Stage 3: Section 15 Hearing & Objections,64.39,403,362,97.81,51.76,8.59,43.17,0.166,11,0.324,1,38,3,0,3,0,0,0,171,342,-94,0.98,99.0,0.208,2,0.638,1,184
